Site,Date,FC_MPN_CF_NPP_100_mL,Temp_C,Sal_PPT_PPM
NB_0048,07,8,22,20
NB_0048,07,540,20,20
NB_0048,08,5,21,20
NB_0048,05,33,13,10
NB_0048,06,2,14,20
NB_0048,06,8,20,15
NB_0048,07,5,22,20
NB_0048,08,79,21,24
NB_0048,05,8,18,15
NB_0048,06,11,17,21
NB_0048,07,5,19,20
NB_0048,07,2,20,20
NB_0048,08,2,27,24
NB_0048,05,11,8,12
NB_0048,05,33,16,12
NB_0048,06,23,12,14
NB_0048,07,23,15,18
NB_0048,08,46,18,24
NB_0048,06,23,12,8
NB_0048,06,8,20,14
NB_0048,07,23,21,20
NB_0048,07,7,19,24
NB_0048,08,13,17,24
NB_0048,05,4,11,20
NB_0048,05,4,14,18
NB_0048,06,2,16,22
NB_0048,07,2,23,20
NB_0048,07,23,23,25
NB_0049,06,240,14,2
NB_0049,07,110,17,2
NB_0049,05,2,10,0
NB_0049,06,350,13,0
NB_0049,07,49,15,0
NB_0049,08,1600,17,2

